# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "16" "-s" "2" "-p" "-O" "-F" "SAF" "-a" "../pause_region_analysis/annotations/for_ratio/gene_body_regions.saf" "-o" "../pause_region_analysis/counts/genebody_counts_250down_tes.antisense.txt" "../tmp_forcounts//1_DW1_S10_L006.sorted.bam" "../tmp_forcounts//2_EW1_S11_L006.sorted.bam" "../tmp_forcounts//3_2D1_S12_L006.sorted.bam" "../tmp_forcounts//4_2E1_S13_L006.sorted.bam" "../tmp_forcounts//5_DW2_S14_L006.sorted.bam" "../tmp_forcounts//6_EW2_S15_L006.sorted.bam" "../tmp_forcounts//7_2D2_S16_L006.sorted.bam" "../tmp_forcounts//8_2E2_S17_L006.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../tmp_forcounts//1_DW1_S10_L006.sorted.bam	../tmp_forcounts//2_EW1_S11_L006.sorted.bam	../tmp_forcounts//3_2D1_S12_L006.sorted.bam	../tmp_forcounts//4_2E1_S13_L006.sorted.bam	../tmp_forcounts//5_DW2_S14_L006.sorted.bam	../tmp_forcounts//6_EW2_S15_L006.sorted.bam	../tmp_forcounts//7_2D2_S16_L006.sorted.bam	../tmp_forcounts//8_2E2_S17_L006.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam
NM_001679.4	chr3	141876892	141926549	+	49658	474	563	657	704	615	602	402	439	170	202	237	190	371	280	346	302	282	231	490	467
NM_198504.4	chr3	142954584	142963424	-	8841	0	1	0	5	0	0	2	2	0	0	0	0	0	0	1	0	1	0	0	0
NM_001080415.2	chr3	143001819	143060725	+	58907	1394	1442	2163	1990	1517	1507	1343	1251	366	424	450	359	1129	786	1111	1062	941	658	1231	1321
NM_004267.5	chr3	143120020	143124014	+	3995	146	141	153	130	148	133	96	128	46	52	48	38	61	28	45	30	56	59	38	32
NM_173552.5	chr3	143972072	143992368	+	20297	272	282	459	375	358	267	286	216	196	159	152	92	261	171	248	249	207	196	269	237
NM_020353.3	chr3	146192334	146250855	-	58522	407	434	699	595	536	434	397	349	162	168	170	127	477	306	443	292	299	271	345	332
NM_001395437.1	chr3	146433287	146469311	-	36025	6	14	9	16	8	3	6	5	0	0	0	0	1	1	3	3	0	0	5	2
NM_001085420.2	chr3	146585836	146605096	-	19261	2	2	3	3	1	2	0	0	0	0	1	0	0	0	0	2	1	0	1	0
NM_032153.6	chr3	147386045	147406293	-	20249	3	8	8	5	2	5	4	1	0	0	0	1	0	0	0	0	0	1	0	0
NM_003412.4	chr3	147409614	147416719	+	7106	1	2	8	5	2	2	2	3	0	0	0	0	1	0	3	0	0	0	0	3
NM_000685.5	chr3	148698152	148743003	+	44852	9	13	26	10	19	16	15	12	2	1	4	4	14	1	1	0	4	6	1	2
NM_001871.3	chr3	148828060	148860187	+	32128	8	1	6	3	5	3	1	3	0	0	0	0	0	0	0	0	0	0	0	1
NM_001870.4	chr3	148865545	148897203	+	31659	8	12	13	4	6	7	11	6	0	0	7	0	4	5	0	6	0	5	0	0
NM_003071.4	chr3	149030126	149086283	-	56158	892	771	1442	1460	939	885	907	881	240	252	225	157	589	414	722	626	399	336	678	671
NM_000096.4	chr3	149172496	149221579	-	49084	4	8	19	12	18	7	7	10	2	1	1	1	7	2	16	3	5	0	18	12
NM_138786.4	chr3	149318497	149333386	-	14890	26	13	35	29	25	26	22	15	0	0	1	3	9	1	43	29	1	6	36	51
NM_014220.3	chr3	149369021	149377399	-	8379	477	349	748	534	503	355	514	301	122	102	104	77	297	197	292	248	222	218	271	280
NM_004617.4	chr3	149474946	149503394	+	28449	8	8	8	15	6	12	8	4	0	0	1	4	0	0	4	8	0	0	0	3
NM_016094.4	chr3	149738471	149752239	-	13769	468	460	868	671	585	547	531	382	207	184	163	189	470	404	450	343	406	324	519	478
NM_001144960.3	chr3	149761099	149792304	-	31206	110	95	151	128	118	116	73	54	22	28	40	20	120	69	182	175	105	100	159	227
NM_053024.4	chr3	149964903	149970645	-	5743	441	420	796	735	594	486	426	422	177	199	181	173	435	347	352	355	347	343	430	380
NM_001303264.2	chr3	150408547	150466422	+	57876	3810	3374	5602	5003	3924	3490	3359	2881	1164	1192	1275	1022	3155	2186	2651	2422	2344	2277	2505	2673
NM_014445.4	chr3	150541997	150546246	-	4250	297	337	407	373	317	310	281	234	118	121	108	90	257	210	218	173	238	218	221	206
NM_032025.5	chr3	150547036	150586016	+	38981	1132	1265	1972	1839	1211	1244	1165	1084	336	321	379	293	1003	681	827	638	753	624	973	946
NM_016275.5	chr3	150603570	150630436	+	26867	491	494	649	749	465	464	431	466	168	154	120	134	376	323	317	243	295	261	370	398
NM_152394.5	chr3	150659884	150703670	-	43787	246	210	412	392	268	211	234	223	96	112	92	68	186	138	164	146	105	68	183	155
NM_005067.7	chr3	150741124	150762919	-	21796	511	827	777	1196	628	859	478	843	246	295	364	299	534	404	372	380	359	349	829	792
NM_001351281.2	chr3	150870375	150905189	-	34815	9	9	15	12	6	8	2	3	0	0	3	2	1	5	0	1	2	0	0	1
NM_174878.3	chr3	150926566	150972477	-	45912	25	35	81	55	40	35	50	28	1	16	8	5	28	28	16	26	20	28	19	11
NM_013308.4	chr3	151197831	151202966	-	5136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_023915.4	chr3	151294085	151316570	-	22486	522	577	991	633	572	538	559	398	265	245	228	172	684	423	640	504	425	401	604	634
NM_176894.3	chr3	151326311	151329299	-	2989	3	0	6	2	0	1	2	0	0	0	0	1	0	1	0	0	1	0	0	0
NM_022788.5	chr3	151336842	151384503	-	47662	2	1	7	3	5	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0
NM_178822.5	chr3	151436202	151460811	-	24610	84	75	250	150	73	77	141	92	47	58	56	28	117	71	115	85	50	64	101	134
NM_207365.4	chr3	151734176	151761339	+	27164	5	2	5	6	3	5	2	1	0	0	0	0	0	0	1	0	1	0	0	0
NM_001086.3	chr3	151814365	151828488	+	14124	2	1	12	7	5	2	3	9	0	0	0	0	4	2	0	3	0	0	4	5
NM_033050.6	chr3	151873892	151884619	+	10728	1	2	1	0	2	0	1	0	0	0	0	1	0	0	2	0	0	0	4	5
NM_002563.5	chr3	152835380	152841439	+	6060	32	36	40	29	37	25	31	25	7	9	12	1	21	14	21	23	27	21	18	36
NM_002886.4	chr3	153162475	153170627	+	8153	730	641	1319	1077	802	676	746	605	306	347	295	195	745	462	766	675	517	425	661	715
NM_020865.3	chr3	154272545	154324237	-	51693	1632	1663	2617	2444	1884	1830	1589	1598	414	409	521	432	1266	891	1286	1025	962	920	1301	1395
NM_007289.4	chr3	155080568	155183704	+	103137	13	13	20	9	21	3	10	18	0	0	1	0	6	2	6	13	3	8	7	6
NM_001352129.2	chr3	155290226	155293433	-	3208	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001308229.2	chr3	155762616	155806028	-	43413	374	325	481	458	354	328	297	245	84	165	108	117	289	242	222	180	256	207	260	225
NM_003875.3	chr3	155870899	155944020	+	73122	1755	1815	2881	2803	2149	1885	1773	1778	433	461	516	382	1173	893	1482	1185	870	799	1397	1293
NM_007107.5	chr3	156539552	156554867	-	15316	1228	1382	1535	1676	1359	1319	946	1122	416	436	481	412	1070	772	774	793	871	691	902	885
NM_015508.5	chr3	156674839	156706770	+	31932	263	385	398	534	290	433	270	383	130	95	88	89	247	155	133	147	181	144	238	231
NM_002852.4	chr3	157437099	157443633	+	6535	46	46	122	70	45	32	69	44	12	5	14	4	46	12	66	47	16	26	27	45
NM_001163678.2	chr3	158095904	158106170	-	10267	179	168	306	257	171	140	161	179	96	77	75	40	144	63	108	72	89	92	114	106
NM_024996.7	chr3	158644776	158695581	+	50806	932	1015	1422	1447	1035	1023	991	1003	299	262	321	278	778	558	718	690	624	610	804	807
NM_020169.4	chr3	158666413	158672398	-	5986	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_022736.4	chr3	158802303	158829716	+	27414	683	709	1408	1262	826	717	956	753	294	398	307	237	807	644	272	274	670	574	269	246
NM_001397992.1	chr3	159989084	159996019	+	6936	24	39	30	50	6	49	25	29	9	7	10	9	21	18	24	29	13	6	93	104
NM_001168214.2	chr3	160225671	160228213	+	2543	5	10	11	5	11	1	9	4	1	5	2	14	14	3	4	5	10	8	0	0
NM_173084.3	chr3	160435502	160449536	-	14035	265	228	464	475	263	260	301	256	121	88	96	87	301	156	272	172	218	208	205	239
NM_025047.3	chr3	160677409	160678448	+	1040	44	36	85	83	44	31	71	44	10	9	1	5	29	20	20	3	11	5	5	12
NM_015938.5	chr3	161221560	161252307	+	30748	544	594	711	815	667	605	406	480	219	195	248	175	489	383	365	374	454	319	495	437
NM_001080440.1	chr3	161497057	161503942	+	6886	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001318810.2	chr3	165186719	165196134	-	9416	24	28	65	43	21	26	51	43	18	2	12	4	25	23	23	17	15	7	13	11
NM_006217.6	chr3	167441932	167473792	-	31861	7	6	5	3	6	4	6	4	0	2	3	0	1	5	6	2	1	0	6	0
NM_007217.4	chr3	167683297	167734642	-	51346	940	1090	1509	1716	1160	1122	896	988	367	359	447	355	907	668	865	737	780	720	978	892
NM_032487.5	chr3	169766920	169769311	-	2392	2	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NM_018657.5	chr3	169773645	169789716	+	16072	568	682	916	940	609	632	522	516	197	148	200	148	508	344	418	366	371	373	483	410
NM_001172779.2	chr3	169793002	169812654	-	19653	8	14	51	29	10	11	18	21	0	0	2	1	4	5	5	1	6	6	2	2
NM_001080460.3	chr3	169813119	169837773	+	24655	12	10	13	15	9	9	6	11	2	4	0	3	1	1	0	7	4	3	0	6
NM_001304366.2	chr3	169911821	169939175	+	27355	7	9	12	14	12	5	5	4	0	0	0	2	2	0	0	0	0	0	0	0
NM_003262.4	chr3	169967056	169998373	+	31318	1180	1291	1881	1781	1286	1243	1188	1066	322	370	422	397	1009	815	910	757	754	818	1020	936
NM_014373.3	chr3	170038244	170085392	+	47149	7	7	21	13	4	8	14	6	0	2	0	0	3	0	3	1	1	0	1	3
NM_005602.6	chr3	170419117	170434691	+	15575	43	43	49	52	36	52	24	62	37	21	16	12	24	27	32	4	21	22	18	36
NM_001099645.2	chr3	170864874	170869945	-	5072	2059	2214	4020	4194	2221	2380	2545	2488	675	700	725	721	1736	1258	1489	1270	1260	1228	1616	1566
NM_020390.6	chr3	170888417	170908387	-	19971	311	316	550	454	311	345	320	295	108	123	106	137	271	206	237	204	194	165	272	224
NM_000340.2	chr3	170996346	171026470	-	30125	22	23	30	28	29	6	14	13	0	0	0	0	6	3	12	7	5	11	15	2
NM_001164436.2	chr3	171843598	171859318	+	15721	5	4	12	6	4	5	4	6	0	0	0	1	4	2	2	1	3	0	4	9
NM_198407.2	chr3	172443290	172448206	-	4917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NM_003810.4	chr3	172505507	172523180	-	17674	9	3	18	6	7	3	7	12	0	0	7	0	2	3	2	0	1	0	0	0
NM_020792.6	chr3	172630248	172710817	-	80570	333	479	688	735	379	452	370	469	103	191	188	139	353	222	335	319	223	219	464	410
NM_171830.2	chr3	179242770	179250864	-	8095	142	140	143	126	138	151	104	74	77	80	83	63	117	90	170	165	83	113	154	187
NM_001303426.2	chr3	179323280	179338583	+	15304	543	663	911	914	637	682	584	538	262	261	314	248	704	482	624	631	450	394	730	699
NM_033540.3	chr3	179347958	179394936	+	46979	633	701	855	932	735	704	490	570	297	238	332	291	687	489	695	521	505	369	618	612
NM_020409.3	chr3	179588284	179604388	-	16105	508	481	821	656	621	626	477	397	173	195	217	155	594	401	615	451	442	367	544	520
NM_002492.4	chr3	179605043	179627647	+	22605	577	583	801	831	602	596	508	480	336	283	270	250	528	450	608	518	445	355	647	619
NM_133462.4	chr3	180602412	180611130	+	8719	331	331	345	327	354	351	203	224	144	117	104	90	310	273	332	222	226	168	287	366
NM_005087.4	chr3	180912919	180982753	+	69835	3205	3365	3917	3709	3529	3437	2480	2446	1165	1283	1319	1048	3288	2376	3968	3440	2408	2141	4106	3983
NM_145261.4	chr3	180983708	180989486	-	5779	112	142	158	152	152	181	108	105	94	91	85	61	204	145	223	210	131	124	188	185
NM_003106.4	chr3	181712174	181714436	+	2263	46	29	98	57	44	20	37	36	20	38	21	12	29	19	94	86	31	19	72	77
NM_020166.5	chr3	183015217	183099246	-	84030	793	861	1016	1033	863	909	658	573	379	411	398	306	791	682	1027	921	585	522	968	988
NM_014398.4	chr3	183122214	183162484	-	40271	35	69	48	53	39	78	14	40	11	11	35	17	19	32	34	47	31	17	99	88
NM_032047.5	chr3	183253502	183273385	+	19884	281	252	338	270	301	238	196	186	148	153	134	106	268	190	283	249	195	167	319	343
NM_017644.3	chr3	183635872	183684519	+	48648	1054	870	1145	870	1247	1024	633	583	274	256	267	174	538	407	428	480	378	358	534	526
NM_024871.4	chr3	183815921	183825327	-	9407	83	112	125	123	111	108	67	102	44	42	49	67	97	44	76	62	60	50	69	64
NM_018622.7	chr3	183829270	183884630	-	55361	1423	1623	1891	1904	1554	1562	1170	1158	699	660	647	564	1483	1025	1284	1119	1015	947	1368	1490
NM_005688.4	chr3	183919933	184017634	-	97702	1208	1118	1462	1542	1221	1070	920	853	780	717	678	557	1230	940	1229	1013	837	758	1060	1178
NM_001145143.1	chr3	184031991	184039369	+	7379	0	4	1	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NM_130770.3	chr3	184053296	184060673	+	7378	4	4	7	6	4	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0
NM_001256613.2	chr3	184097313	184106995	+	9683	10	10	9	4	8	2	7	11	0	0	0	0	2	0	0	0	0	0	0	0
NM_003907.3	chr3	184135607	184145311	+	9705	557	545	522	526	538	540	396	407	279	276	297	230	481	389	525	494	337	288	511	585
NM_004068.4	chr3	184175104	184184091	+	8988	489	479	605	619	502	468	358	347	396	358	396	238	550	412	457	450	319	260	471	510
NM_018358.3	chr3	184186448	184194005	+	7558	158	198	208	218	204	234	161	168	143	145	133	118	190	152	205	160	160	128	219	239
NM_001390846.1	chr3	184229834	184242329	+	12496	237	258	311	196	244	223	178	140	185	192	141	139	185	170	704	555	107	113	686	665
NM_005787.6	chr3	184242300	184248712	-	6413	262	273	401	380	322	269	230	215	174	140	160	129	255	189	262	242	193	162	265	260
NM_032331.4	chr3	184249921	184258759	+	8839	105	106	116	124	141	133	82	92	67	90	54	58	110	81	107	118	94	69	146	151
NM_033259.3	chr3	184259212	184261303	-	2092	109	84	63	67	120	86	42	55	26	39	36	43	41	37	46	52	47	24	70	54
NM_002808.5	chr3	184299490	184309050	+	9561	399	438	443	477	459	430	299	319	368	267	240	219	434	287	505	385	282	263	485	511
NM_198241.3	chr3	184314855	184335353	+	20499	2331	2287	2417	2281	2623	2194	1373	1827	1113	1010	1210	985	1695	1175	1705	1608	1227	1083	1978	2017
NM_144635.5	chr3	184337849	184346275	+	8427	145	125	169	168	171	122	111	132	88	78	91	68	92	97	147	165	69	50	118	119
NM_004366.6	chr3	184346184	184361355	-	15172	261	297	536	423	341	299	308	244	193	215	155	144	325	181	367	310	186	125	368	364
NM_006232.5	chr3	184361959	184368591	+	6633	989	993	1042	917	1172	814	586	671	559	616	474	436	802	546	961	834	522	543	828	920
NM_000460.4	chr3	184371934	184377957	-	6024	61	48	76	58	26	32	43	31	31	38	25	28	23	26	38	21	13	17	44	39
NM_003741.4	chr3	184380303	184389829	+	9527	37	41	100	57	52	35	48	37	39	29	30	17	46	50	32	46	24	20	30	49
NM_004443.4	chr3	184562034	184582408	+	20375	396	398	732	715	458	375	402	461	283	322	308	284	393	316	343	301	287	243	506	541
NM_022149.5	chr3	184710363	184711814	-	1452	565	437	530	471	558	469	309	314	325	287	255	197	448	324	417	372	312	303	423	423
NM_001025266.3	chr3	185076837	185152810	-	75974	370	390	401	403	387	396	222	187	164	106	127	159	293	210	343	259	223	187	368	349
NM_080652.4	chr3	185489600	185498785	-	9186	260	252	278	272	276	251	213	175	160	172	174	147	267	183	368	258	223	181	347	267
NM_139248.3	chr3	185506261	185552338	-	46078	182	216	217	164	206	172	149	100	54	15	43	17	108	69	154	106	60	83	134	142
NM_004593.3	chr3	185914557	185937764	-	23208	4497	4506	5110	4765	5020	4820	3271	3060	1438	1602	1576	1267	3829	2560	4481	3652	2977	2797	4648	4765
NM_004454.3	chr3	186046313	186108839	-	62527	2391	2170	1769	1692	2694	2199	1145	1071	402	386	569	551	869	647	1714	1567	833	710	2040	1983
NM_017541.4	chr3	186538442	186544130	-	5689	93	118	129	153	124	104	73	95	42	66	49	64	93	80	140	100	72	66	118	105
NM_018138.5	chr3	186546066	186567089	-	21024	253	291	251	321	277	305	161	194	154	189	148	126	273	224	349	303	216	201	300	343
NM_016306.6	chr3	186570969	186585793	+	14825	297	355	398	361	311	342	223	233	116	123	172	126	372	266	390	317	243	206	419	357
NM_001622.4	chr3	186613309	186621318	+	8010	34	28	41	35	60	30	24	19	25	42	12	13	34	30	23	12	22	37	10	14
NM_000412.5	chr3	186666263	186678234	+	11972	5	3	3	5	8	3	1	2	0	0	0	0	0	0	7	10	2	0	1	0
NM_001102416.3	chr3	186717608	186744410	+	26803	21	9	14	13	13	10	9	11	0	0	0	2	0	1	0	0	1	0	0	3
NM_001967.4	chr3	186783826	186789897	+	6072	5308	6495	5619	6120	6152	5902	4211	6468	2635	2614	2745	3129	5217	3721	5063	6391	4235	3402	6385	5791
NM_002916.5	chr3	186789899	186806232	-	16334	718	778	1152	1089	899	807	671	678	282	306	301	215	705	465	1052	836	524	455	947	969
NM_004797.4	chr3	186842959	186858463	+	15505	1	1	7	4	0	1	3	2	0	0	0	0	0	0	1	0	1	0	0	0
NM_052969.3	chr3	187120947	187139246	-	18300	768	809	1155	956	849	818	639	562	491	507	481	378	749	559	971	819	621	562	862	900
NM_153708.3	chr3	187197735	187201462	+	3728	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
NM_139125.4	chr3	187234081	187291487	-	57407	16	14	27	24	16	11	10	8	3	5	3	3	6	13	23	24	7	8	19	24
NM_022147.3	chr3	187368634	187372076	+	3443	9	11	15	12	8	12	11	9	1	1	1	9	7	9	11	26	2	1	8	4
NM_001048.4	chr3	187668911	187670144	-	1234	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001004312.2	chr3	187698258	187702307	-	4050	1	3	4	3	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NM_001706.5	chr3	187721380	187745218	-	23839	1153	1142	1151	989	1408	1148	741	672	568	494	549	452	846	604	619	521	664	465	1070	1071
NM_006580.4	chr3	190388412	190412138	+	23727	10	3	6	5	4	11	3	5	3	0	0	0	2	1	4	1	0	3	6	5
NM_001146686.3	chr3	190852736	190862444	-	9709	4	2	6	2	3	3	6	8	3	0	0	4	3	2	2	3	2	3	1	0
NM_198152.5	chr3	191267167	191330276	-	63110	128	143	195	159	172	115	92	91	53	45	64	41	143	90	127	121	95	75	136	148
NM_020386.5	chr3	193241471	193270855	+	29385	563	601	661	588	651	643	435	341	247	258	256	290	573	373	421	420	457	373	500	505
NM_005524.4	chr3	194136397	194138732	+	2336	451	310	487	444	568	358	305	333	214	150	210	149	344	239	243	218	248	214	390	372
NM_001080513.4	chr3	194339767	194351078	-	11312	6	10	25	23	10	8	8	18	3	2	3	2	3	1	1	1	8	2	8	8
NM_130830.5	chr3	194355248	194369493	-	14246	67	53	229	161	67	60	141	89	16	20	30	25	31	29	25	10	15	7	10	44
NM_004488.2	chr3	194394820	194399016	-	4197	93	102	98	77	118	103	51	63	40	28	80	41	98	59	85	62	60	38	113	100
NM_001367549.1	chr3	194402676	194486752	-	84077	2595	3279	2787	3145	2941	3341	1721	1863	940	1047	1179	919	2366	1769	2357	2217	1726	1782	3504	3539
NM_001011655.3	chr3	194587677	194633169	-	45493	1365	1627	1600	1707	1481	1547	1039	1143	803	883	1045	934	1265	895	1311	1007	933	744	1421	1477
NM_153690.5	chr3	194686132	194689037	+	2906	70	61	63	82	69	71	26	40	27	39	23	30	37	25	47	30	46	29	72	65
NM_006241.8	chr3	195514427	195543075	-	28649	795	813	1433	1261	914	875	908	749	325	382	388	261	739	628	443	413	630	509	524	511
NM_001647.4	chr3	195568704	195583690	-	14987	49	20	47	28	48	28	29	19	4	8	4	1	3	3	14	6	7	0	6	2
NM_001282506.2	chr3	195721227	195733551	+	12325	312	294	654	671	288	318	417	466	119	112	139	112	238	130	128	85	171	126	133	135
NM_018406.7	chr3	195746770	195811679	-	64910	362	582	1189	1478	462	535	700	979	192	271	390	327	369	277	76	41	245	223	101	102
NM_001382273.1	chr3	195863363	195908301	-	44939	1719	1508	2655	2281	1888	1422	1663	1833	850	908	941	783	1197	949	763	649	864	671	746	846
NM_001128148.3	chr3	196049283	196081840	-	32558	880	1019	1357	1560	1034	1141	930	1015	458	393	478	383	817	629	663	618	551	572	664	636
NM_001039617.2	chr3	196197451	196211150	-	13700	11	8	18	7	10	2	7	7	0	0	7	5	1	3	4	1	3	3	1	4
NM_152672.6	chr3	196216783	196233427	+	16645	13	11	21	16	20	12	14	10	0	0	0	1	4	4	2	1	1	0	3	3
NM_001312673.2	chr3	196234367	196287476	-	53110	606	727	1082	1341	667	727	653	911	308	359	347	253	623	463	574	484	454	423	645	615
NM_152773.5	chr3	196291218	196317990	-	26773	723	737	1329	1328	919	783	779	885	313	321	307	267	570	388	442	420	393	349	558	524
NM_138461.4	chr3	196323546	196338138	-	14593	638	607	1169	1049	616	643	773	680	342	357	268	224	564	363	309	253	389	327	286	277
NM_015562.2	chr3	196347661	196432177	-	84517	1469	1457	2075	2192	1750	1611	1293	1462	792	752	685	568	1360	1017	997	687	988	813	1003	866
NM_001077657.3	chr3	196506878	196515096	-	8219	0	4	9	1	4	5	2	4	1	4	1	0	4	0	0	1	3	0	1	0
NM_182627.3	chr3	196554176	196568304	-	14129	694	647	1218	1058	717	683	823	666	295	301	300	342	592	387	487	393	461	410	485	539
NM_001105573.2	chr3	196568909	196589059	+	20151	550	500	844	828	598	619	475	529	222	197	231	154	425	304	372	283	347	320	416	397
NM_198565.3	chr3	196639943	196662004	+	22062	25	29	68	27	39	28	29	23	16	10	6	16	18	8	12	22	3	22	15	19
NM_032898.5	chr3	196706276	196712000	-	5725	84	66	114	123	98	73	92	72	71	74	41	30	80	62	62	47	75	49	57	70
NM_017861.4	chr3	196712626	196736007	+	23382	435	414	645	684	523	433	437	431	147	200	172	133	346	277	368	358	290	267	357	343
NM_002577.4	chr3	196740106	196832647	+	92542	1706	1634	2472	2482	1906	1795	1562	1629	729	817	765	614	1463	1119	1093	987	1141	942	1074	1171
NM_007362.5	chr3	196935405	196942278	-	6874	610	599	826	755	541	572	478	582	254	311	267	178	510	344	360	274	374	306	398	328
NM_025163.4	chr3	196946355	196968583	-	22229	123	157	190	219	140	111	134	105	63	70	71	42	93	72	157	110	55	59	140	139
NM_005929.6	chr3	197001739	197029567	-	27829	521	595	1587	1566	621	541	995	1011	196	193	199	128	376	235	413	351	206	150	404	461
NM_014687.4	chr3	197668866	197736654	-	67789	1146	1165	1955	1801	1233	1134	1131	1040	419	518	518	386	919	655	647	567	603	606	601	601
NM_032288.7	chr3	197750132	197787596	+	37465	814	791	1162	1232	917	928	698	804	290	412	321	267	678	515	473	443	467	531	447	471
NM_001365715.1	chr3	197791503	197888436	+	96934	3129	3171	4785	4804	3530	3138	2934	2984	1109	1214	1504	1190	2835	2027	1446	1225	1869	1766	1647	1838
NM_000996.4	chr3	197950439	197956610	+	6172	1308	1427	2425	2428	1384	1387	1542	1590	604	584	611	514	1123	893	760	546	868	763	795	841
NM_001136049.3	chr3	197960466	198043720	+	83255	283	281	621	552	319	289	365	350	149	140	128	134	305	202	165	153	171	166	175	208
NM_003501.3	chr4	8366281	8440473	-	74193	2177	2345	2792	2442	2225	2226	1655	1626	1896	1725	1728	1439	2758	1970	1551	1416	2060	1608	1574	1616
NM_001290.5	chr4	16501540	16898395	-	396856	274	311	419	346	341	288	282	226	130	154	113	146	328	212	77	99	189	138	138	120
NM_018126.3	chr4	41935678	41960803	+	25126	1213	1192	1514	1488	1343	1268	1007	894	306	330	402	351	1114	782	1314	1014	859	722	1403	1644
NM_015436.4	chr4	75479032	75514153	-	35122	958	1112	1303	1349	1114	1173	824	791	292	362	350	319	897	706	742	647	779	609	977	1039
NM_198721.4	chr4	108808724	109302408	-	493685	104	95	204	148	128	87	83	48	11	12	7	9	36	15	57	48	32	29	41	21
NM_001101669.3	chr4	142023159	142846051	-	822893	11450	16562	15996	19643	13058	17483	9892	11709	4465	4607	6276	5397	11618	8364	11319	9441	8469	7696	16697	16746
NM_001364905.1	chr4	150264434	151015034	-	750601	4249	4568	5966	5367	4680	4771	3683	3330	1414	1553	1544	1266	4272	3290	5724	4874	3075	2686	5931	5945
NM_181265.4	chr4	176066090	176182815	+	116726	76	70	164	166	89	119	86	113	29	29	17	15	56	67	152	111	54	37	84	90
NM_181808.4	chr4	2071917	2241871	-	169955	1309	1361	1725	1826	1428	1305	1035	1209	747	733	672	662	1348	991	1215	992	974	855	1270	1323
NM_001388492.1	chr4	3074930	3243957	+	169028	2796	3001	3776	3621	3052	2895	2416	2380	1203	1372	1382	1151	2647	1916	2934	2406	1974	1652	2982	2874
NM_177998.3	chr4	4188725	4226679	-	37955	14	18	41	22	18	11	11	12	3	2	8	1	8	4	3	27	5	3	9	16
NM_018401.3	chr4	5051729	5500989	+	449261	1839	1882	2295	1928	2131	1976	1362	1322	770	808	759	609	1590	1133	1185	1025	1145	1103	1196	1152
NM_006005.3	chr4	6270099	6303265	+	33167	1045	972	1604	1323	1054	914	1006	911	653	682	568	398	868	630	590	636	575	529	496	526
